word,doc_name,doc_url,tf_idf
新华网,1,http://www.xinhuanet.com,0.008388504822171015
新华网,100,http://www.xinhuanet.com/house/20230225/047d0e3fae8d463893c01592da4a0516/c.html,0.022851069483193837
新华网,101,http://www.xinhuanet.com/house/20230222/3d14de8f28c3436dab7aa39f99edaf11/c.html,0.010377073906485672
新华网,102,http://www.xinhuanet.com/house/20230222/b98e447c1f354a6aac3166303a026d5a/c.html,0.03675213675213675
新华网,103,http://www.xinhuanet.com/house/20230207/d522d368f94840b28bb3d8ab0b38a605/c.html,0.08820512820512821
新华网,104,http://www.xinhuanet.com/house/20230206/d91f5df5182a4c2fa705dd34ebaa00f5/c.html,0.053783614759224524
新华网,105,http://www.xinhuanet.com/house/20230201/0bd52b6d80004cc9b56689e41e38d619/c.html,0.006041447137337549
新华网,106,http://www.xinhuanet.com/house/20230404/731f3106b69143ffaa9287291275d2e7/c.html,0.045940170940170943
新华网,107,http://www.xinhuanet.com/house/20230226/e1b93915f4624a1392f67d713cf50bee/c.html,0.008580265389603912
新华网,108,http://www.xinhuanet.com/house/20230226/caa444e662af43cc9a7c8f1995e5abd7/c.html,0.00381510070091385
新华网,109,http://www.xinhuanet.com/house/20230227/bbbe12fd89d34e2896b88663e918ecd2/c.html,0.014603498047206658
新华网,110,http://www.xinhuanet.com/house/20230207/f98d75435e264823a1c872d92835374b/c.html,0.005000290714576429
新华网,111,http://www.xinhuanet.com/house/20230202/5707ec2cdada47a3905120be42a1d01e/c.html,0.004137201135324963
新华网,112,http://www.xinhuanet.com/house/20230128/8ad0d729686e4a6abc9c6d08c24595cd/c.html,0.005034539281114624
新华网,113,http://www.xinhuanet.com/house/20230124/2e63e26ac6d4467ab941288fadf5ab3e/c.html,0.005818280224612679
新华网,114,http://www.xinhuanet.com/house/20230111/b7e1fd27a2544cdfbd6f0873bdb452be/c.html,0.013405034681630427
新华网,115,http://www.xinhuanet.com/house/20220118/b2513f483148493aa1a8b43416fd41e8/c.html,0.0062116287468400155
新华网,116,http://www.xinhuanet.com/house/20220321/296361dcc2e44f1a83783d4eb86a5380/c.html,0.007791972456283411
新华网,117,http://www.xinhuanet.com/house/20230111/f98a7a033c67400a9ea43934f74d8735/c.html,0.009822397350236994
新华网,118,http://www.xinhuanet.com/house/20230106/50e0c527c364409fb4345a5a1187f49e/c.html,0.003750218035932322
新华网,119,http://www.xinhuanet.com/house/20230526/890a613912a2487db62115f63e230905/c.html,0.01297134238310709
新华网,120,http://www.xinhuanet.com/house/20230526/36468c49a2c04363869c36e2f4284cc7/c.html,0.009968934019566932
新华网,121,http://www.xinhuanet.com/house/20230526/de860cf269bd4184983e53e24163bcb3/c.html,0.03675213675213675
新华网,122,http://www.xinhuanet.com/house/20230526/3c023f8c33cf477ea492a8af046fe0ad/c.html,0.0446985446985447
新华网,123,http://www.xinhuanet.com/house/20230526/23ab7b03ee3d4c76af1f8e33945b1777/c.html,0.02993386703793944
新华网,124,http://www.xinhuanet.com/house/20230526/51c87d6224244d4daca493f83fb278fb/c.html,0.036031506619741915
新华网,125,http://www.xinhuanet.com/house/20230526/fb72ce8bda624b7eacaf8b4d23ab2cc6/c.html,0.035002035002035005
新华网,126,http://www.xinhuanet.com/house/20230526/628b4a6fcac04130b46904441b970c52/c.html,0.024963715529753266
新华网,127,http://www.xinhuanet.com/house/20230526/06c93e2ac27049f3bd7f5825f5c9a039/c.html,0.033411033411033415
新华网,128,http://www.xinhuanet.com/house/20230526/fbaaa25fd63f4fbfab2512f8fc088e50/c.html,0.03274942878903275
新华网,129,http://www.xinhuanet.com/house/20230526/81db7eef7c354f1bb6b265407c7a0d6d/c.html,0.042136207741303285
